source_id,ra,dec,phot_g_mean_mag,GAIA,Gmag,Tmag,Bmag,Vmag,Bmag,Vmag,Rmag,Jmag,Hmag,Kmag,Jmag,Hmag,Kmag
1182635948082088064,227.61329854093745,13.466716176265102,12.55,1182635948082088064,nan,nan,nan,nan,15.0,13.63,12.35,9.749,9.179,8.935,15.342,13.807,15.0,13.63,12.35,9.749,9.179,8.935
1498145551317166336,212.3814710708208,41.63604300504642,14.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.8,15.915,nan,nan,nan,nan,nan,nan
1548104507825815296,183.9328580862877,52.51624041534022,12.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.837,13.23,nan,nan,nan,nan,nan,nan
2245067199050291328,309.5690605155034,63.8276080910011,14.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4602081204540357248,262.9774987889492,33.589081382026464,15.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1546291138277427712,181.2863609799171,48.47212454920492,15.25,1546291138277427712,nan,nan,nan,nan,18.35,17.15,16.44,11.72,11.108,10.742,nan,nan,18.35,17.15,16.44,11.72,11.108,10.742
225527878018880896,61.44489674591304,37.32812750373547,14.17,225527878018880896,nan,nan,nan,nan,17.11,nan,15.01,nan,nan,nan,nan,nan,17.11,nan,15.01,nan,nan,nan
1486075147027474176,213.7072727317864,40.74654345297087,13.48,1486075147027474176,nan,nan,nan,nan,16.2,14.91,14.04,10.519,9.929,9.669,16.549,14.908,16.2,14.91,14.04,10.519,9.929,9.669
981900721539947136,115.43752344302756,49.22219848056225,9.27,981900721539947136,nan,nan,nan,nan,10.937,9.745,9.03,7.501,6.937,6.78,10.906,nan,10.937,9.745,9.03,7.501,6.937,6.78
532462149551387776,22.809725626722106,70.26415396108322,5.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2134231062552666368,286.40696553662696,52.188091517950994,14.43,2134231062552666368,nan,nan,nan,nan,16.59,nan,14.72,10.973,10.428,10.108,nan,nan,16.59,nan,14.72,10.973,10.428,10.108
2235968637250218368,297.06456026223213,59.423594616003655,6.51,2235968637250218368,nan,nan,nan,nan,7.195,6.651,6.28,5.559,5.322,5.258,nan,nan,7.195,6.651,6.28,5.559,5.322,5.258
2038203054189567872,289.3812591026317,28.552679949799728,14.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
373349657227961472,19.120974246665487,42.93923027351137,6.46,373349657227961472,nan,nan,nan,nan,7.144,6.601,6.23,5.514,5.258,5.176,10.279,nan,7.144,6.601,6.23,5.514,5.258,5.176
2473055951588089088,15.588216824209594,-10.424910797212489,9.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.375,10.098,nan,nan,nan,nan,nan,nan
982389862479141376,116.80762696862776,50.3445006097037,11.78,982389862479141376,nan,nan,nan,nan,14.41,13.3,11.4,8.855,8.298,8.039,14.754,13.092,14.41,13.3,11.4,8.855,8.298,8.039
2450599697900838912,23.491941044485504,-17.6410526553703,11.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.704,13.053,nan,nan,nan,nan,nan,nan
2161733975835084544,314.90719918559813,42.045541692915904,9.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.581,nan,nan,nan,nan,nan,nan,nan
4426032591025363200,237.7047807505515,4.47809962993318,3.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1635873435829345536,256.7682109533826,67.16169532050046,14.7,1635873435829345536,nan,nan,nan,nan,17.74,16.18,15.89,11.4,10.82,10.518,nan,nan,17.74,16.18,15.89,11.4,10.82,10.518
1440197680761004288,263.31089471182923,63.207773992738645,14.56,1440197680761004288,nan,nan,nan,nan,17.63,16.42,15.54,11.201,10.603,10.266,nan,nan,17.63,16.42,15.54,11.201,10.603,10.266
2414623952318068224,1.2406904522488873,-17.160317067654336,14.58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
